Area,Item,Year,Avg_rainfall,Pesticides(tonnes),Avg_Temp,Crop_Yield(hectares)
Albania,Potatoes,1995,1485,251.0,15.67,0.0011132300000000002
Albania,Soybeans,1995,1485,251.0,15.67,0.00011791000000000001
Albania,Wheat,1995,1485,251.0,15.67,0.00028703
Albania,Maize,1996,1485,313.96,15.64,0.00032604000000000004
Albania,Potatoes,1996,1485,313.96,15.64,0.0010613800000000002
Albania,Soybeans,1996,1485,313.96,15.64,0.00015480000000000002
Albania,Wheat,1996,1485,313.96,15.64,0.00021741000000000002
Albania,Maize,1997,1485,376.93,15.9,0.00031862000000000004
Albania,Potatoes,1997,1485,376.93,15.9,0.0010987400000000002
Albania,Soybeans,1997,1485,376.93,15.9,0.00012768000000000002
Albania,Wheat,1997,1485,376.93,15.9,0.00028516000000000007
Albania,Maize,1998,1485,439.89,16.27,0.00033416
Albania,Potatoes,1998,1485,439.89,16.27,0.0012721200000000003
Albania,Soybeans,1998,1485,439.89,16.27,0.00014327
Albania,Wheat,1998,1485,439.89,16.27,0.00028037
Albania,Maize,1999,1485,502.86,16.57,0.00037455
Albania,Potatoes,1999,1485,502.86,16.57,0.00142018
Albania,Soybeans,1999,1485,502.86,16.57,0.00017143000000000003
Albania,Wheat,1999,1485,502.86,16.57,0.00024954
Albania,Maize,2000,1485,565.82,16.67,0.00038811
Albania,Potatoes,2000,1485,565.82,16.67,0.0014122800000000001
Albania,Soybeans,2000,1485,565.82,16.67,0.00015000000000000001
Albania,Wheat,2000,1485,565.82,16.67,0.00030455
Albania,Maize,2001,1485,628.79,16.59,0.00038135
Albania,Potatoes,2001,1485,628.79,16.59,0.0014881800000000002
Albania,Soybeans,2001,1485,628.79,16.59,0.0002
Albania,Wheat,2001,1485,628.79,16.59,0.00028220000000000003
Albania,Maize,2002,1485,691.75,16.47,0.00039460000000000005
Albania,Potatoes,2002,1485,691.75,16.47,0.0015386800000000002
Albania,Soybeans,2002,1485,691.75,16.47,0.0002
Albania,Wheat,2002,1485,691.75,16.47,0.00031617000000000006
Albania,Maize,2004,1485,817.68,16.16,0.00046197
Albania,Potatoes,2004,1485,817.68,16.16,0.0014934600000000003
Albania,Soybeans,2004,1485,817.68,16.16,0.00013333000000000003
Albania,Wheat,2004,1485,817.68,16.16,0.00031130000000000003
Albania,Maize,2005,1485,880.64,15.67,0.00045442000000000003
Albania,Potatoes,2005,1485,880.64,15.67,0.00167061
Albania,Soybeans,2005,1485,880.64,15.67,0.000175
Albania,Wheat,2005,1485,880.64,15.67,0.00031582
Albania,Maize,2006,1485,943.61,15.92,0.00050111
Albania,Potatoes,2006,1485,943.61,15.92,0.0017074500000000001
Albania,Soybeans,2006,1485,943.61,15.92,0.0002
Albania,Wheat,2006,1485,943.61,15.92,0.00030787
Albania,Maize,2007,1485,1006.57,16.67,0.00046732000000000007
Albania,Potatoes,2007,1485,1006.57,16.67,0.0018890200000000002
Albania,Soybeans,2007,1485,1006.57,16.67,0.0002
Albania,Wheat,2007,1485,1006.57,16.67,0.00035496000000000003
Albania,Maize,2008,1485,1069.54,16.71,0.0005
Albania,Potatoes,2008,1485,1069.54,16.71,0.0019387800000000004
Albania,Soybeans,2008,1485,1069.54,16.71,0.0002
Albania,Wheat,2008,1485,1069.54,16.71,0.00040168
Albania,Maize,2009,1485,1132.5,16.73,0.0005569300000000001
Albania,Potatoes,2009,1485,1132.5,16.73,0.0021978
Albania,Soybeans,2009,1485,1132.5,16.73,0.00016667
Albania,Wheat,2009,1485,1132.5,16.73,0.00040229
Albania,Maize,2010,1485,1311.17,16.52,0.0006679
Albania,Potatoes,2010,1485,1311.17,16.52,0.0023111100000000003
Albania,Soybeans,2010,1485,1311.17,16.52,0.00016667
Albania,Wheat,2010,1485,1311.17,16.52,0.0003990500000000001
Albania,Maize,2011,1485,1302.63,16.45,0.00059869
Albania,Potatoes,2011,1485,1302.63,16.45,0.00242211
Albania,Soybeans,2011,1485,1302.63,16.45,0.00018519
Albania,Wheat,2011,1485,1302.63,16.45,0.00042301000000000003
Albania,Maize,2012,1485,766.25,16.7,0.0006729
Albania,Potatoes,2012,1485,766.25,16.7,0.00250538
Albania,Soybeans,2012,1485,766.25,16.7,0.00013333000000000003
Albania,Wheat,2012,1485,766.25,16.7,0.00041096000000000004
Albania,Maize,2013,1485,982.32,17.41,0.0006953300000000001
Albania,Potatoes,2013,1485,982.32,17.41,0.0026011000000000003
Albania,Soybeans,2013,1485,982.32,17.41,0.0001
Albania,Wheat,2013,1485,982.32,17.41,0.00041292
Algeria,Maize,1990,89,1828.92,17.48,0.00016500000000000003
Algeria,Potatoes,1990,89,1828.92,17.48,0.00078936
Algeria,Rice,1990,89,1828.92,17.48,0.00028000000000000003
Algeria,Paddy,1990,89,1828.92,17.48,0.00028000000000000003
Algeria,Sorghum,1990,89,1828.92,17.48,0.00016571
Algeria,Wheat,1990,89,1828.92,17.48,6.315e-05
Algeria,Maize,1991,89,2461.8,16.26,0.00019231
Algeria,Potatoes,1991,89,2461.8,16.26,0.0009074700000000001
Algeria,Rice,1991,89,2461.8,16.26,0.00026786000000000003
Algeria,Paddy,1991,89,2461.8,16.26,0.00026786000000000003
Algeria,Sorghum,1991,89,2461.8,16.26,0.00024231000000000003
Algeria,Wheat,1991,89,2461.8,16.26,0.00010809
Algeria,Maize,1992,89,1215.47,16.27,0.00022828
Algeria,Potatoes,1992,89,1215.47,16.27,0.0010791700000000002
Algeria,Rice,1992,89,1215.47,16.27,0.00024733000000000003
Algeria,Paddy,1992,89,1215.47,16.27,0.00024733000000000003
Algeria,Sorghum,1992,89,1215.47,16.27,0.0004
Algeria,Wheat,1992,89,1215.47,16.27,9.939000000000001e-05
Algeria,Maize,1993,89,1021.89,17.0,0.000125
Algeria,Potatoes,1993,89,1021.89,17.0,0.0011121500000000001
Algeria,Rice,1993,89,1021.89,17.0,0.00023111000000000003
Algeria,Paddy,1993,89,1021.89,17.0,0.00023111000000000003
Algeria,Sorghum,1993,89,1021.89,17.0,0.0005
Algeria,Wheat,1993,89,1021.89,17.0,8.097000000000002e-05
Algeria,Maize,1994,89,1255.02,17.88,4.512000000000001e-05
Algeria,Potatoes,1994,89,1255.02,17.88,0.00095078
Algeria,Rice,1994,89,1255.02,17.88,0.00021374
Algeria,Paddy,1994,89,1255.02,17.88,0.00021374
Algeria,Wheat,1994,89,1255.02,17.88,7.999000000000001e-05
Algeria,Maize,1995,89,2697.09,17.36,0.00016115000000000001
Algeria,Potatoes,1995,89,2697.09,17.36,0.00136768
Algeria,Rice,1995,89,2697.09,17.36,0.00019598
Algeria,Paddy,1995,89,2697.09,17.36,0.00019598
Algeria,Sorghum,1995,89,2697.09,17.36,0.00012667000000000003
Algeria,Wheat,1995,89,2697.09,17.36,8.924e-05
Algeria,Maize,1996,89,479.77,16.76,0.00017154
Algeria,Potatoes,1996,89,479.77,16.76,0.0013462900000000002
Algeria,Rice,1996,89,479.77,16.76,0.00017861
Algeria,Paddy,1996,89,479.77,16.76,0.00017861
Algeria,Sorghum,1996,89,479.77,16.76,0.0001475
Algeria,Wheat,1996,89,479.77,16.76,0.0001309
Algeria,Maize,1997,89,401.22,17.84,0.00021417000000000002
Algeria,Potatoes,1997,89,401.22,17.84,0.0014104200000000001
Algeria,Rice,1997,89,401.22,17.84,0.00015000000000000001
Algeria,Paddy,1997,89,401.22,17.84,0.00015000000000000001
Algeria,Sorghum,1997,89,401.22,17.84,0.0004
Algeria,Wheat,1997,89,401.22,17.84,8.016000000000002e-05
Algeria,Maize,1998,89,322.84,17.14,0.00017222000000000003
Algeria,Potatoes,1998,89,322.84,17.14,0.00160256
Algeria,Rice,1998,89,322.84,17.14,0.00015000000000000001
Algeria,Paddy,1998,89,322.84,17.14,0.00015000000000000001
Algeria,Sorghum,1998,89,322.84,17.14,0.00024500000000000005
Algeria,Wheat,1998,89,322.84,17.14,8.847000000000001e-05
Algeria,Maize,1999,89,654.45,17.97,0.00022375000000000004
Algeria,Potatoes,1999,89,654.45,17.97,0.0015353200000000002
Algeria,Rice,1999,89,654.45,17.97,0.00013942000000000002
Algeria,Paddy,1999,89,654.45,17.97,0.00013942000000000002
Algeria,Sorghum,1999,89,654.45,17.97,0.00027000000000000006
Algeria,Wheat,1999,89,654.45,17.97,0.00010711
Algeria,Maize,2000,89,603.67,17.9,0.00036186000000000004
Algeria,Potatoes,2000,89,603.67,17.9,0.00166143
Algeria,Rice,2000,89,603.67,17.9,0.00013052000000000002
Algeria,Paddy,2000,89,603.67,17.9,0.00013052000000000002
Algeria,Sorghum,2000,89,603.67,17.9,0.0006950000000000001
Algeria,Wheat,2000,89,603.67,17.9,9.194e-05
Algeria,Maize,2001,89,710.11,18.13,0.00027175
Algeria,Potatoes,2001,89,710.11,18.13,0.0014701800000000002
Algeria,Rice,2001,89,710.11,18.13,0.00012314000000000002
Algeria,Paddy,2001,89,710.11,18.13,0.00012314000000000002
Algeria,Sorghum,2001,89,710.11,18.13,0.0002775
Algeria,Wheat,2001,89,710.11,18.13,0.00011104000000000001
Algeria,Maize,2002,89,816.55,17.85,0.00033480000000000006
Algeria,Potatoes,2002,89,816.55,17.85,0.0018377400000000003
Algeria,Rice,2002,89,816.55,17.85,0.00012959
Algeria,Paddy,2002,89,816.55,17.85,0.00012959
Algeria,Sorghum,2002,89,816.55,17.85,0.00033900000000000005
Algeria,Wheat,2002,89,816.55,17.85,0.00010739000000000001
Algeria,Maize,2004,89,3747.86,17.38,0.00031729
Algeria,Potatoes,2004,89,3747.86,17.38,0.00203585
Algeria,Rice,2004,89,3747.86,17.38,0.00012829000000000003
Algeria,Paddy,2004,89,3747.86,17.38,0.00012829000000000003
Algeria,Sorghum,2004,89,3747.86,17.38,0.00043316000000000003
Algeria,Wheat,2004,89,3747.86,17.38,0.00013582
Algeria,Maize,2005,89,3662.87,17.19,0.00033864
Algeria,Potatoes,2005,89,3662.87,17.19,0.0021626700000000002
Algeria,Rice,2005,89,3662.87,17.19,0.00012998000000000003
Algeria,Paddy,2005,89,3662.87,17.19,0.00012998000000000003
Algeria,Sorghum,2005,89,3662.87,17.19,0.00033486000000000003
Algeria,Wheat,2005,89,3662.87,17.19,0.00015057000000000002
Algeria,Maize,2006,89,4110.72,18.13,0.0006566800000000001
Algeria,Potatoes,2006,89,4110.72,18.13,0.00220689
Algeria,Rice,2006,89,4110.72,18.13,0.00012769000000000002
Algeria,Paddy,2006,89,4110.72,18.13,0.00012769000000000002
Algeria,Sorghum,2006,89,4110.72,18.13,0.0005672800000000001
Algeria,Wheat,2006,89,4110.72,18.13,0.00015068000000000001
Algeria,Maize,2007,89,5390.79,17.42,0.00085625
Algeria,Potatoes,2007,89,5390.79,17.42,0.00189927
Algeria,Rice,2007,89,5390.79,17.42,0.00013375000000000003
Algeria,Paddy,2007,89,5390.79,17.42,0.00013375000000000003
Algeria,Sorghum,2007,89,5390.79,17.42,0.00119059
Algeria,Wheat,2007,89,5390.79,17.42,0.00012742
Algeria,Maize,2008,89,11556.12,17.55,0.00044714
Algeria,Potatoes,2008,89,11556.12,17.55,0.00236393
Algeria,Rice,2008,89,11556.12,17.55,0.00013952000000000002
Algeria,Paddy,2008,89,11556.12,17.55,0.00013952000000000002
Algeria,Sorghum,2008,89,11556.12,17.55,0.00061786
Algeria,Wheat,2008,89,11556.12,17.55,0.00011038000000000001
Algeria,Maize,2009,89,3867.99,17.78,0.00030914
Algeria,Potatoes,2009,89,3867.99,17.78,0.00250764
Algeria,Rice,2009,89,3867.99,17.78,0.00014594
Algeria,Paddy,2009,89,3867.99,17.78,0.00014594
Algeria,Sorghum,2009,89,3867.99,17.78,0.00090465
Algeria,Wheat,2009,89,3867.99,17.78,0.00015975000000000003
Algeria,Maize,2010,89,1295.88,17.59,0.00025827
Algeria,Potatoes,2010,89,1295.88,17.59,0.00270526
Algeria,Rice,2010,89,1295.88,17.59,0.00015305
Algeria,Paddy,2010,89,1295.88,17.59,0.00015305
Algeria,Sorghum,2010,89,1295.88,17.59,0.00030286
Algeria,Wheat,2010,89,1295.88,17.59,0.00014838
Algeria,Maize,2011,89,13861.76,17.79,0.00023374000000000002
Algeria,Potatoes,2011,89,13861.76,17.79,0.00292806
Algeria,Rice,2011,89,13861.76,17.79,0.00016081000000000003
Algeria,Paddy,2011,89,13861.76,17.79,0.00016081000000000003
Algeria,Sorghum,2011,89,13861.76,17.79,0.001
Algeria,Wheat,2011,89,13861.76,17.79,0.00017405000000000003
Algeria,Maize,2012,89,17379.76,17.91,0.00025583
Algeria,Potatoes,2012,89,17379.76,17.91,0.0030429100000000002
Algeria,Rice,2012,89,17379.76,17.91,0.00016667
Algeria,Paddy,2012,89,17379.76,17.91,0.00016667
Algeria,Sorghum,2012,89,17379.76,17.91,0.00206
Algeria,Wheat,2012,89,17379.76,17.91,0.00017639
Algeria,Maize,2013,89,17278.65,17.65,0.00033649
Algeria,Potatoes,2013,89,17278.65,17.65,0.0030321800000000006
Algeria,Rice,2013,89,17278.65,17.65,0.00017778000000000002
Algeria,Paddy,2013,89,17278.65,17.65,0.00017778000000000002
Algeria,Sorghum,2013,89,17278.65,17.65,0.0006000000000000001
Algeria,Wheat,2013,89,17278.65,17.65,0.00019100000000000003
Angola,Cassava,1990,1010,64.0,24.12,0.00041177000000000005
Angola,Maize,1990,1010,64.0,24.12,2.7360000000000002e-05
Angola,Potatoes,1990,1010,64.0,24.12,0.0004
Angola,Rice,1990,1010,64.0,24.12,9.512000000000001e-05
Angola,Paddy,1990,1010,64.0,24.12,9.512000000000001e-05
Angola,Sweet Potatoes,1990,1010,64.0,24.12,0.0008934200000000001
Angola,Wheat,1990,1010,64.0,24.12,7.995e-05
Angola,Cassava,1991,1010,79.0,24.02,0.00040295000000000006
Angola,Maize,1991,1010,79.0,24.02,4.0130000000000004e-05
Angola,Potatoes,1991,1010,79.0,24.02,0.0004
Angola,Rice,1991,1010,79.0,24.02,0.0001
Angola,Paddy,1991,1010,79.0,24.02,0.0001
Angola,Sweet Potatoes,1991,1010,79.0,24.02,0.0008300100000000001
Angola,Wheat,1991,1010,79.0,24.02,8e-05
Angola,Cassava,1992,1010,23.0,23.96,0.00042295
Angola,Maize,1992,1010,23.0,23.96,3.778000000000001e-05
Angola,Potatoes,1992,1010,23.0,23.96,0.0004
Angola,Rice,1992,1010,23.0,23.96,9.106000000000001e-05
Angola,Paddy,1992,1010,23.0,23.96,9.106000000000001e-05
Angola,Sweet Potatoes,1992,1010,23.0,23.96,0.0009000000000000001
Angola,Wheat,1992,1010,23.0,23.96,8e-05
Angola,Cassava,1993,1010,169.0,24.15,0.00042295
Angola,Maize,1993,1010,169.0,24.15,2.627e-05
Angola,Potatoes,1993,1010,169.0,24.15,0.0007
Angola,Rice,1993,1010,169.0,24.15,8e-05
Angola,Paddy,1993,1010,169.0,24.15,8e-05
Angola,Sweet Potatoes,1993,1010,169.0,24.15,0.00088095
Angola,Wheat,1993,1010,169.0,24.15,8.876000000000001e-05
Angola,Cassava,1994,1010,25.5,24.04,0.0005859600000000001
Angola,Maize,1994,1010,25.5,24.04,2.4630000000000003e-05
Angola,Potatoes,1994,1010,25.5,24.04,0.0009000000000000001
Angola,Rice,1994,1010,25.5,24.04,8.75e-05
Angola,Paddy,1994,1010,25.5,24.04,8.75e-05
Angola,Sweet Potatoes,1994,1010,25.5,24.04,0.0008319200000000001
Angola,Wheat,1994,1010,25.5,24.04,0.0001
Angola,Cassava,1995,1010,336.0,24.56,0.00051
Angola,Maize,1995,1010,336.0,24.56,3.5170000000000004e-05
Angola,Potatoes,1995,1010,336.0,24.56,0.00076738
Angola,Rice,1995,1010,336.0,24.56,0.00014615
Angola,Paddy,1995,1010,336.0,24.56,0.00014615
Angola,Sweet Potatoes,1995,1010,336.0,24.56,0.0008113800000000001
Angola,Wheat,1995,1010,336.0,24.56,0.00011855000000000001
Angola,Cassava,1996,1010,40.0,24.11,0.0004807700000000001
Angola,Maize,1996,1010,40.0,24.11,6.993e-05
Angola,Potatoes,1996,1010,40.0,24.11,0.0007
Angola,Rice,1996,1010,40.0,24.11,0.000175
Angola,Paddy,1996,1010,40.0,24.11,0.000175
Angola,Sweet Potatoes,1996,1010,40.0,24.11,0.0008545500000000001
Angola,Wheat,1996,1010,40.0,24.11,0.00013738000000000002
Angola,Cassava,1997,1010,40.0,24.06,0.0004420500000000001
Angola,Maize,1997,1010,40.0,24.06,5.9590000000000004e-05
Angola,Potatoes,1997,1010,40.0,24.06,0.0006857100000000001
Angola,Rice,1997,1010,40.0,24.06,0.0002
Angola,Paddy,1997,1010,40.0,24.06,0.0002
Angola,Sweet Potatoes,1997,1010,40.0,24.06,0.00078098
Angola,Wheat,1997,1010,40.0,24.06,0.00015509000000000003
Angola,Cassava,1998,1010,40.0,24.96,0.0005572800000000001
Angola,Maize,1998,1010,40.0,24.96,7.396e-05
Angola,Potatoes,1998,1010,40.0,24.96,0.00062724
Angola,Rice,1998,1010,40.0,24.96,0.0002
Angola,Paddy,1998,1010,40.0,24.96,0.0002
Angola,Sweet Potatoes,1998,1010,40.0,24.96,0.0007625600000000001
Angola,Wheat,1998,1010,40.0,24.96,0.00017143000000000003
Angola,Cassava,1999,1010,40.0,24.37,0.0005982100000000001
Angola,Maize,1999,1010,40.0,24.37,6.361000000000001e-05
Angola,Potatoes,1999,1010,40.0,24.37,0.0005459700000000001
Angola,Rice,1999,1010,40.0,24.37,0.00014235000000000002
Angola,Paddy,1999,1010,40.0,24.37,0.00014235000000000002
Angola,Sweet Potatoes,1999,1010,40.0,24.37,0.0008286500000000001
Angola,Wheat,1999,1010,40.0,24.37,0.00017391000000000002
Angola,Cassava,2000,1010,40.0,24.41,0.0008299200000000002
Angola,Maize,2000,1010,40.0,24.41,5.745e-05
Angola,Potatoes,2000,1010,40.0,24.41,0.00029885
Angola,Rice,2000,1010,40.0,24.41,0.00013454000000000002
Angola,Paddy,2000,1010,40.0,24.41,0.00013454000000000002
Angola,Sorghum,2000,1010,40.0,24.41,3.333000000000001e-05
Angola,Soybeans,2000,1010,40.0,24.41,2.3330000000000002e-05
Angola,Sweet Potatoes,2000,1010,40.0,24.41,0.00034938000000000005
Angola,Wheat,2000,1010,40.0,24.41,0.00017023000000000003
Angola,Cassava,2001,1010,40.0,24.43,0.0009407200000000001
Angola,Maize,2001,1010,40.0,24.43,5.754000000000001e-05
Angola,Potatoes,2001,1010,40.0,24.43,0.00042552000000000003
Angola,Rice,2001,1010,40.0,24.43,0.00013701000000000002
Angola,Paddy,2001,1010,40.0,24.43,0.00013701000000000002
Angola,Sorghum,2001,1010,40.0,24.43,3.571e-05
Angola,Soybeans,2001,1010,40.0,24.43,2.5e-05
Angola,Sweet Potatoes,2001,1010,40.0,24.43,0.00044458000000000003
Angola,Wheat,2001,1010,40.0,24.43,0.00016667
Angola,Cassava,2002,1010,40.0,24.79,0.0011007100000000002
Angola,Maize,2002,1010,40.0,24.79,6.706000000000001e-05
Angola,Potatoes,2002,1010,40.0,24.79,0.00042754000000000007
Angola,Rice,2002,1010,40.0,24.79,0.00013198000000000002
Angola,Paddy,2002,1010,40.0,24.79,0.00013198000000000002
Angola,Sorghum,2002,1010,40.0,24.79,3.4000000000000007e-05
Angola,Soybeans,2002,1010,40.0,24.79,2.8570000000000003e-05
Angola,Sweet Potatoes,2002,1010,40.0,24.79,0.00042190000000000006
Angola,Wheat,2002,1010,40.0,24.79,0.00015455000000000002
Angola,Cassava,2004,1010,40.0,24.22,0.00125605
Angola,Maize,2004,1010,40.0,24.22,5.4040000000000004e-05
Angola,Potatoes,2004,1010,40.0,24.22,0.00020150000000000002
Angola,Rice,2004,1010,40.0,24.22,0.00011584000000000002
Angola,Paddy,2004,1010,40.0,24.22,0.00011584000000000002
Angola,Sorghum,2004,1010,40.0,24.22,3.333000000000001e-05
Angola,Soybeans,2004,1010,40.0,24.22,3.600000000000001e-05
Angola,Sweet Potatoes,2004,1010,40.0,24.22,0.0004536000000000001
Angola,Wheat,2004,1010,40.0,24.22,0.00012442
Angola,Cassava,2005,1010,40.0,24.41,0.00117628
Angola,Maize,2005,1010,40.0,24.41,6.736e-05
Angola,Potatoes,2005,1010,40.0,24.41,0.00023646000000000005
Angola,Rice,2005,1010,40.0,24.41,6.977e-05
Angola,Paddy,2005,1010,40.0,24.41,6.977e-05
Angola,Sorghum,2005,1010,40.0,24.41,3.333000000000001e-05
Angola,Soybeans,2005,1010,40.0,24.41,3.7930000000000004e-05
Angola,Sweet Potatoes,2005,1010,40.0,24.41,0.00046159
Angola,Wheat,2005,1010,40.0,24.41,0.00010946000000000001
Angola,Cassava,2006,1010,40.0,24.14,0.00117201
Angola,Maize,2006,1010,40.0,24.14,4.6870000000000004e-05
Angola,Potatoes,2006,1010,40.0,24.14,0.0005214800000000001
Angola,Rice,2006,1010,40.0,24.14,4.9470000000000006e-05
Angola,Paddy,2006,1010,40.0,24.14,4.9470000000000006e-05
Angola,Sorghum,2006,1010,40.0,24.14,4.0910000000000006e-05
Angola,Soybeans,2006,1010,40.0,24.14,4.2860000000000006e-05
Angola,Sweet Potatoes,2006,1010,40.0,24.14,0.0004424000000000001
Angola,Wheat,2006,1010,40.0,24.14,0.0001
Angola,Cassava,2007,1010,40.0,24.24,0.0011538700000000002
Angola,Maize,2007,1010,40.0,24.24,5.091e-05
Angola,Potatoes,2007,1010,40.0,24.24,0.00062138
Angola,Rice,2007,1010,40.0,24.24,5.143e-05
Angola,Paddy,2007,1010,40.0,24.24,5.143e-05
Angola,Sorghum,2007,1010,40.0,24.24,4.0310000000000005e-05
Angola,Soybeans,2007,1010,40.0,24.24,6.883e-05
Angola,Sweet Potatoes,2007,1010,40.0,24.24,0.0005885500000000001
Angola,Wheat,2007,1010,40.0,24.24,0.0001
Angola,Cassava,2008,1010,40.0,24.27,0.0014808400000000002
Angola,Maize,2008,1010,40.0,24.27,7.946000000000002e-05
Angola,Potatoes,2008,1010,40.0,24.27,0.00085085
Angola,Rice,2008,1010,40.0,24.27,5.084000000000001e-05
Angola,Paddy,2008,1010,40.0,24.27,5.084000000000001e-05
Angola,Sorghum,2008,1010,40.0,24.27,9.29e-06
Angola,Soybeans,2008,1010,40.0,24.27,8.575000000000001e-05
Angola,Sweet Potatoes,2008,1010,40.0,24.27,0.00065437
Angola,Wheat,2008,1010,40.0,24.27,0.0001
Angola,Cassava,2009,1010,40.0,24.33,0.00151759
Angola,Maize,2009,1010,40.0,24.33,6.614e-05
Angola,Potatoes,2009,1010,40.0,24.33,0.00086509
Angola,Rice,2009,1010,40.0,24.33,6.0280000000000006e-05
Angola,Paddy,2009,1010,40.0,24.33,6.0280000000000006e-05
Angola,Sorghum,2009,1010,40.0,24.33,2.48e-05
Angola,Soybeans,2009,1010,40.0,24.33,4.449e-05
Angola,Sweet Potatoes,2009,1010,40.0,24.33,0.00066475
Angola,Wheat,2009,1010,40.0,24.33,0.0001
Angola,Cassava,2010,1010,40.0,24.44,0.0015578200000000001
Angola,Maize,2010,1010,40.0,24.44,7.200000000000002e-05
Angola,Potatoes,2010,1010,40.0,24.44,0.00087425
Angola,Rice,2010,1010,40.0,24.44,7.403000000000001e-05
Angola,Paddy,2010,1010,40.0,24.44,7.403000000000001e-05
Angola,Sorghum,2010,1010,40.0,24.44,2.8140000000000005e-05
Angola,Soybeans,2010,1010,40.0,24.44,4.4460000000000005e-05
Angola,Sweet Potatoes,2010,1010,40.0,24.44,0.0006300100000000001
Angola,Wheat,2010,1010,40.0,24.44,0.00010526
Angola,Cassava,2011,1010,40.0,24.15,0.00133649
Angola,Maize,2011,1010,40.0,24.15,7.376000000000001e-05
Angola,Potatoes,2011,1010,40.0,24.15,0.00081366
Angola,Rice,2011,1010,40.0,24.15,8.914000000000002e-05
Angola,Paddy,2011,1010,40.0,24.15,8.914000000000002e-05
Angola,Sorghum,2011,1010,40.0,24.15,3.32e-05
Angola,Soybeans,2011,1010,40.0,24.15,5.294e-05
Angola,Sweet Potatoes,2011,1010,40.0,24.15,0.0006551200000000001
Angola,Wheat,2011,1010,40.0,24.15,0.00010959000000000001
Angola,Cassava,2012,1010,40.0,24.24,0.00100073
Angola,Maize,2012,1010,40.0,24.24,7.77e-05
Angola,Potatoes,2012,1010,40.0,24.24,0.0006938100000000001
Angola,Rice,2012,1010,40.0,24.24,7.703e-05
Angola,Paddy,2012,1010,40.0,24.24,7.703e-05
Angola,Sorghum,2012,1010,40.0,24.24,9.980000000000001e-06
Angola,Soybeans,2012,1010,40.0,24.24,1.641e-05
Angola,Sweet Potatoes,2012,1010,40.0,24.24,0.00052954
Angola,Wheat,2012,1010,40.0,24.24,0.00011258000000000002
Angola,Cassava,2013,1010,40.0,24.55,0.00140517
Angola,Maize,2013,1010,40.0,24.55,9.467000000000001e-05
Angola,Potatoes,2013,1010,40.0,24.55,0.00063303
Angola,Rice,2013,1010,40.0,24.55,0.00012744
Angola,Paddy,2013,1010,40.0,24.55,0.00012744
Angola,Sorghum,2013,1010,40.0,24.55,2.4150000000000004e-05
Angola,Soybeans,2013,1010,40.0,24.55,4.405e-05
Angola,Sweet Potatoes,2013,1010,40.0,24.55,0.0007340900000000001
Angola,Wheat,2013,1010,40.0,24.55,9.022e-05
Argentina,Cassava,1990,591,26156.0,17.46,0.001
Argentina,Cassava,1990,591,26156.0,17.67,0.001
Argentina,Maize,1990,591,26156.0,17.46,0.0003460800000000001
Argentina,Maize,1990,591,26156.0,17.67,0.0003460800000000001
Argentina,Potatoes,1990,591,26156.0,17.46,0.00202747
Argentina,Potatoes,1990,591,26156.0,17.67,0.00202747
Argentina,Rice,1990,591,26156.0,17.46,0.00036709000000000004
